2026.05.19 - 12.39.46

creationTime:Wed Apr 01 00:00:00 UTC 2026-Wed Apr 01 23:59:59 UTC 2026 ,messageType:FPL 
Direction	 Temps de Création	 Prio	 FamilyId	 Destinataires	 First Recipient Address	 FilTim	 Origine	 Circuit	 EMID	 IMID	 Incomplete Pathname	 IPM Identificateur	 Type	 First Reported Recipient	 Code du Motif	 Code de Diagnostic	 Texte
Output	 2026-04-01 02:25:14.612	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401022513Z-1779	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 010225	 DFFDFDPA	 ALGER	 NAA0481	 384.1775010314.46	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:25:16.555	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401022513Z-1780	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 010225	 DFFDFDPA	 ALGER	 NAA0482	 384.1775010316.50	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:25:20.327	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401022519Z-1781	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 010225	 DFFDFDPA	 ALGER	 NAA0483	 384.1775010320.54	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:25:22.27	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401022519Z-1782	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 010225	 DFFDFDPA	 ALGER	 NAA0484	 384.1775010321.58	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:27:43.622	 FF	 /PRMD=FI/ADMD=ICAO/C=XX/;mnffebm7-7f0b0-01.msa	 [DAAAZQZX  DAAGZTZX]	 DAAAZQZX	 010227	 FIMPYFYX	 ALGER	 NAA0489	 384.1775010463.83	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:28:10.06	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401022808Z-1788	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 010228	 DFFDFDPA	 ALGER	 NAA0491	 384.1775010490.91	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:28:11.264	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401022809Z-1789	 [DRRRFDPB]	 DRRRFDPB	 010228	 DFFDFDPA	 TOPSKY-ATC	 SLT0304	 384.1775010491.95	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:28:11.662	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401022809Z-1789	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 010228	 DFFDFDPA	 ALGER	 NAA0492	 384.1775010491.95	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:28:14.868	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401022813Z-1790	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 010228	 DFFDFDPA	 ALGER	 NAA0493	 384.1775010494.100	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:28:16.074	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401022813Z-1791	 [DRRRFDPB]	 DRRRFDPB	 010228	 DFFDFDPA	 TOPSKY-ATC	 SLT0305	 384.1775010496.104	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:28:16.47	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401022813Z-1791	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 010228	 DFFDFDPA	 ALGER	 NAA0494	 384.1775010496.104	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:28:17.876	 FF	 /PRMD=SB/ADMD=ICAO/C=XX/;node03.amh.9978709-260401.022815	 [HAABZPZX]	 HAABZPZX	 010225	 SBRJZPZX	 ADDIS-ABEBA	 NHA174	 384.1775010497.109	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:28:19.685	 FF	 /PRMD=SB/ADMD=ICAO/C=XX/;node03.amh.9978715-260401.022816	 [HAAAZQZX]	 HAAAZQZX	 010225	 SBRJZPZX	 ADDIS-ABEBA	 NHA175	 384.1775010499.112	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:28:23.3	 FF	 /PRMD=SB/ADMD=ICAO/C=XX/;node03.amh.9978712-260401.022815	 [HSSSATSX]	 HSSSATSX	 010225	 SBRJZPZX	 ADDIS-ABEBA	 NHA176	 384.1775010503.118	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:29:29.698	 FF	 ANA0310	 [DBBBZTZX  DGACZQZX  DGFCZQZX  DNKKZQZX]	 DBBBZTZX	 010229	 EKBICPUF	  	 ANA0310	 349.1775010569.19	 	  	 FPL	   	   	   	 (FPL-GHN133-IN-B734/M-SDFHIRWYZG/LB1-FOOL0700-N0449F320 MOGSI UG856 BIPIV UQ181 EVBIX UA601 KIPSA-DBBB0129 DNMM -PBN/B1C1D1O1S1S2 DAT/CPDLCX DOF/260401 REG/9GMTA EET/DNKK0036DGAC0124 RVR/550 OPR/GHN RMK/OPS 0034917461018 AA0010/31031232)
Output	 2026-04-01 02:29:29.708	 FF	 349.1775010569.19	 [DNKKZQZX]	 DNKKZQZX	 010229	 EKBICPUF	 KANO	 NKA395	 349.1775010569.19	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:29:29.708	 FF	 349.1775010569.19	 [DGACZQZX  DGFCZQZX]	 DGACZQZX	 010229	 EKBICPUF	 ACCRA	 NGA340	 349.1775010569.19	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:29:29.728	 FF	 349.1775010569.19	 [DBBBZTZX]	 DBBBZTZX	 010229	 EKBICPUF	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401022929Z-0022:previd=349.1775010569.19	 349.1775010569.19	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:32:59.449	 FF	 341.1775010135.4	 [CYSJAENX  DAAGZTZX  DAATZTZX  DAAAZQZX  KIADMHYA]	 CYSJAENX	 010220	 DRRNZPZX	 ALGER	 NAA0501	 316.1775010779.0	 	  	 FPL	   	   	   	   
