2026.05.19 - 13.53.38

creationTime:Fri Apr 03 00:00:00 UTC 2026-Fri Apr 03 23:59:59 UTC 2026 ,messageType:FPL 
Direction	 Temps de Création	 Prio	 FamilyId	 Destinataires	 First Recipient Address	 FilTim	 Origine	 Circuit	 EMID	 IMID	 Incomplete Pathname	 IPM Identificateur	 Type	 First Reported Recipient	 Code du Motif	 Code de Diagnostic	 Texte
Output	 2026-04-03 00:00:39.333	 FF	 341.1775174437.1481	 [FTTTZQZX]	 FTTTZQZX	 021158	 DRRNZPZX	 MTA-FCCC-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403000037Z-3066	 ac8DJQA1KrX6	 	 MTCU-DRRR-1-20260403000037Z-3066:previd=341.1775174437.1481*/OU=DRRNZPZX/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:22:24.189	 FF	 /PRMD=FT/ADMD=ICAO/C=XX/;MTCU-FTTT-1-20260403001932Z-3078	 [CYSJAENX]	 CYSJAENX	 031220	 FTTTFDPA	 AMH	 /PRMD=FT/ADMD=ICAO/C=XX/;MTCU-FTTT-1-20260403001932Z-3078	 ac8IPwB4XqxL	 	 MTCU-FTTT-1-20260403001932Z-3078:previd=341.1775175572.26635*/OU=FTTTFDPA/O=AFTN/PRMD=FT/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:23:02.629	 FF	 341.1775175781.1575	 [DFFDZQZX]	 DFFDZQZX	 031223	 DRRRFDPB	 MTA-DFFF-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403002301Z-3225	 ac8IZQA1KmWZ	 	 MTCU-DRRR-1-20260403002301Z-3225:previd=341.1775175781.1575*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:23:07.454	 FF	 341.1775175781.1576	 [DFFDFDPA]	 DFFDFDPA	 031223	 DRRRFDPB	 MTA-DFFF-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403002301Z-3226	 ac8IZQA1KnGa	 	 MTCU-DRRR-1-20260403002301Z-3226:previd=341.1775175781.1576*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:28:23.544	 FF	 349.1775176102.3600	 [GOOVXKXX]	 GOOVXKXX	 031228	 EKBICPUF	 MTA-GOOO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403002822Z-3244	 ac8JpgA1KhKs	 	 MTCU-DRRR-1-20260403002822Z-3244:previd=349.1775176102.3600*/CN=EKBICPUF/OU=EKBI/O=EKCH/PRMD=DENMARK/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:28:25.392	 FF	 349.1775176102.3600	 [DXXXZQZX]	 DXXXZQZX	 031228	 EKBICPUF	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403002822Z-3244	 ac8JpgA1KhKs	 	 MTCU-DRRR-1-20260403002822Z-3244:previd=349.1775176102.3600*/CN=EKBICPUF/OU=EKBI/O=EKCH/PRMD=DENMARK/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:28:37.27	 FF	 349.1775176102.3600	 [DFFDZPCX]	 DFFDZPCX	 031228	 EKBICPUF	 MTA-DFFF-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403002822Z-3244	 ac8JpgA1KhKs	 	 MTCU-DRRR-1-20260403002822Z-3244:previd=349.1775176102.3600*/CN=EKBICPUF/OU=EKBI/O=EKCH/PRMD=DENMARK/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:28:40.263	 FF	 349.1775176102.3600	 [DBBBZRZX]	 DBBBZRZX	 031228	 EKBICPUF	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403002822Z-3244	 ac8JpgA1KhKs	 	 MTCU-DRRR-1-20260403002822Z-3244:previd=349.1775176102.3600*/CN=EKBICPUF/OU=EKBI/O=EKCH/PRMD=DENMARK/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:30:52.131	 FF	 349.1775176251.3608	 [DIIIZQZX]	 DIIIZQZX	 031230	 EDDFETHX	 MTA-DIII-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403003051Z-3257	 ac8KOwA1Kke5	 	 MTCU-DRRR-1-20260403003051Z-3257:previd=349.1775176251.3608*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:31:12.473	 FF	 349.1775176251.3608	 [DBBBFPLX]	 DBBBFPLX	 031230	 EDDFETHX	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403003051Z-3257	 ac8KOwA1Kke5	 	 MTCU-DRRR-1-20260403003051Z-3257:previd=349.1775176251.3608*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:31:23.901	 FF	 349.1775176254.3609	 [DBBBZRZX]	 DBBBZRZX	 031230	 EDDFETHX	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403003054Z-3258	 ac8KPgA1KqS6	 	 MTCU-DRRR-1-20260403003054Z-3258:previd=349.1775176254.3609*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-03 00:33:21.98	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 [DRZZZQZX  DFFDZPZX]	 DRZZZQZX	 031233	 KDENXLDC	  	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 ac8K0QDCwb=0	 	 SLCAMHS040300331900021027*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-VRE731-IS<CR><LF>-DH8D/M-SDGIRY/C<CR><LF>-DFFD1040<CR><LF>-N0317F240 TUMU1N TUMUT UG859 ONARI DCT VADAK VADA1S<CR><LF>-DIAP0139 DGAA<CR><LF>-PBN/A1B1C1D1O1 DOF/260403 REG/TU-TSL EET/DGAC0025 GOOO0048 SEL/BHCF<CR><LF> OPR/AIR COTE DIVOIRE RMK/TCAS EQUIPPED<CR><LF> E/0314 P/TBN R/V S/M J/F D/0<CR><LF> A/WHITE)
Output	 2026-04-03 00:33:22.07	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 [DRZZZQZX]	 DRZZZQZX	 031233	 KDENXLDC	 AMH	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 ac8K0QDCwb=0	 	 SLCAMHS040300331900021027*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:33:22.082	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 [DRRNZPZX]	 DRRNZPZX	 031233	 KDENXLDC	 DRRNZPZX	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 ac8K0gDBEwMA	 	 SLCAMHS040300331900021027*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:33:22.28	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 [DRRRFDPI]	 DRRRFDPI	 031233	 KDENXLDC	 AMH	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 ac8K0gDBEwMA	 	 SLCAMHS040300331900021027*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:33:23.305	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 [DFFDZPZX]	 DFFDZPZX	 031233	 KDENXLDC	 MTA-DFFF-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 ac8K0QDCwb=0	 	 SLCAMHS040300331900021027*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:33:23.468	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 [GOOVXKXX]	 GOOVXKXX	 031233	 KDENXLDC	 MTA-GOOO-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 ac8K0gDBEwMA	 	 SLCAMHS040300331900021027*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:33:23.924	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 [DFFFZQZX]	 DFFFZQZX	 031233	 KDENXLDC	 MTA-DFFF-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 ac8K0gDBEwMA	 	 SLCAMHS040300331900021027*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:33:24.715	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 [DXXXZQZX]	 DXXXZQZX	 031233	 KDENXLDC	 MTA-DXXX-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 ac8K0gDBEwMA	 	 SLCAMHS040300331900021027*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:33:27.781	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 [DBBBZRZX]	 DBBBZRZX	 031233	 KDENXLDC	 MTA-DXXX-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300331900021009	 ac8K0gDBEwMA	 	 SLCAMHS040300331900021027*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-03 00:36:21.09	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 [DRRRZQZX  DFFDZTZX  DRZZZQZX]	 DRRRZQZX	 031236	 KDENXLDC	  	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 ac8LhQDCwQ0B	 	 SLCAMHS040300361900021317*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-VRE732-IS<CR><LF>-DH8D/M-SDGIRY/C<CR><LF>-DIAP0800<CR><LF>-N0328F250 UG859 TUMUT TUMU2P<CR><LF>-DFFD0136 DFOO DIAP<CR><LF>-PBN/A1B1C1D1O1 DOF/260403 REG/TU-TSL EET/DGAC0050 DRRR0114 SEL/BHCF<CR><LF> OPR/AIR COTE DIVOIRE TALT/DGAA RMK/TCAS EQUIPPED<CR><LF> E/0304 P/TBN R/V S/M J/F D/0<CR><LF> A/WHITE)
Output	 2026-04-03 00:36:21.171	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 [DRZZZQZX]	 DRZZZQZX	 031236	 KDENXLDC	 AMH	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 ac8LhQDCwQ0B	 	 SLCAMHS040300361900021317*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:36:21.181	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 [DRRNZPZX]	 DRRNZPZX	 031236	 KDENXLDC	 DRRNZPZX	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 ac8LhQAqgxoA	 	 SLCAMHS040300361900021317*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:36:21.263	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 [DRRRFDPI]	 DRRRFDPI	 031236	 KDENXLDC	 AMH	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 ac8LhQAqgxoA	 	 SLCAMHS040300361900021317*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:36:22.349	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 [DFFDZTZX]	 DFFDZTZX	 031236	 KDENXLDC	 MTA-DFFF-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 ac8LhQDCwQ0B	 	 SLCAMHS040300361900021317*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:36:22.408	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 [DBBBZRZX]	 DBBBZRZX	 031236	 KDENXLDC	 MTA-DXXX-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 ac8LhQAqgxoA	 	 SLCAMHS040300361900021317*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:36:22.616	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 [GOOVXKXX]	 GOOVXKXX	 031236	 KDENXLDC	 MTA-GOOO-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 ac8LhQAqgxoA	 	 SLCAMHS040300361900021317*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:36:24.714	 FF	 349.1775176583.3625	 [FMEEZPZX]	 FMEEZPZX	 031234	 LFBOAFMI	 MTA-FCCC-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403003623Z-3283	 ac8LhwA1KqjT	 	 MTCU-DRRR-1-20260403003623Z-3283:previd=349.1775176583.3625*/CN=LFBOAFMI/OU=LFBO/O=LFLF/PRMD=FRANCE/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:36:25.105	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 [DXXXZQZX]	 DXXXZQZX	 031236	 KDENXLDC	 MTA-DXXX-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 ac8LhQAqgxoA	 	 SLCAMHS040300361900021317*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:36:25.151	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 [DFFFZQZX]	 DFFFZQZX	 031236	 KDENXLDC	 MTA-DFFF-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300361900021300	 ac8LhQAqgxoA	 	 SLCAMHS040300361900021317*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-03 00:38:47.664	 FF	 /PRMD=ANGOLA/ADMD=ICAO/C=XX/;LUANDA-MTA-MTCU:00E30E82895A57B1	 [GOBDZPZX  GOOOZQZX]	 GOBDZPZX	 031238	 SAEZZPZX	  	 /PRMD=ANGOLA/ADMD=ICAO/C=XX/;LUANDA-MTA-MTCU:00E30E82895A57B1	 ac8MFwA2w4Dn	 	 LOC-ID:00E30E82895A57ED*/CN=SAEZZPZX/OU=SAEZ/O=SAEZ/PRMD=SA/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-AFR477-IS<CR><LF>-A359/H-SABDELPIR UZ72 EDNES UN866<CR><LF>ARTIG/M085F390 UN866 AMDOL/M085F390 UN866 TENPA/M085F390 N866<CR><LF>ORVEK/N0494F390 N866 GOMER/N0492F400 N981 BIMBO DCT VABEM DCT TUNAV<CR><LF>DCT IBIDO DCT DEMOS DCT LOTEE DCT GATMO/N0461F340 DCT AZFIC/N0455F340<CR><LF>UN741 NTS/N0440F300 UN741 KEPER KEPER9W<CR><LF>-LFPG1210 LFPO<CR><LF>-PBN/A1B1C1D1L1O1S2T1 NAV/RNP2 DAT/1FANSE2PDC SUR/260B RSP180<CR><LF>CANMANDATE DOF/260403 REG/FHTYA EET/SUEO0010 SBCW0039 SBBS0154<CR><LF>SBRE0250 SBAO0447 GOOO0545 BUXON0612 NELTO0623 GVSC0700 IRANI0728<CR><LF>TENPA0757 GCCC0758 LPPC0915 LECM1042 LFFF1110 SEL/HQAJ CODE/39CF00<CR><LF>OPR/AFR PER/C RALT/SBCF SBRF GVAC RMK/ACAS TCAS RVR/100)
Output	 2026-04-03 00:38:49.033	 FF	 /PRMD=ANGOLA/ADMD=ICAO/C=XX/;LUANDA-MTA-MTCU:00E30E82895A57B1	 [GOBDZPZX]	 GOBDZPZX	 031238	 SAEZZPZX	 MTA-GOOO-1	 /PRMD=ANGOLA/ADMD=ICAO/C=XX/;LUANDA-MTA-MTCU:00E30E82895A57B1	 ac8MFwA2w4Dn	 	 LOC-ID:00E30E82895A57ED*/CN=SAEZZPZX/OU=SAEZ/O=SAEZ/PRMD=SA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:42:27.923	 FF	 349.1775176947.3644	 [SBGRZTZX]	 SBGRZTZX	 031238	 DNMMZPZX	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403004227Z-3298	 ac8M8wA1Kozi	 	 MTCU-DRRR-1-20260403004227Z-3298:previd=349.1775176947.3644*/CN=DNMMZPZX/OU=DNMM/O=DNMM/PRMD=DN/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:42:28.544	 FF	 349.1775176947.3644	 [DIIIZQZX]	 DIIIZQZX	 031238	 DNMMZPZX	 MTA-DIII-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403004227Z-3298	 ac8M8wA1Kozi	 	 MTCU-DRRR-1-20260403004227Z-3298:previd=349.1775176947.3644*/CN=DNMMZPZX/OU=DNMM/O=DNMM/PRMD=DN/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:42:29.153	 FF	 349.1775176947.3644	 [GOOOZQZX]	 GOOOZQZX	 031238	 DNMMZPZX	 MTA-GOOO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403004227Z-3298	 ac8M8wA1Kozi	 	 MTCU-DRRR-1-20260403004227Z-3298:previd=349.1775176947.3644*/CN=DNMMZPZX/OU=DNMM/O=DNMM/PRMD=DN/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-03 00:43:40.349	 FF	 /PRMD=ANGOLA/ADMD=ICAO/C=XX/;LUANDA-MTA-MTCU:00E30E829ACC5C06	 [GOBDZPZX  GOOOZQZX]	 GOBDZPZX	 031243	 SAEZZPZX	  	 /PRMD=ANGOLA/ADMD=ICAO/C=XX/;LUANDA-MTA-MTCU:00E30E829ACC5C06	 ac8NPAA2w0Lz	 	 LOC-ID:00E30E829ACC5C3D*/CN=SAEZZPZX/OU=SAEZ/O=SAEZ/PRMD=SA/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-ARG1132-IS<CR><LF>-A332/H-SDFGHIJ1J3J4J5LRVWXYZ/SB1D1<CR><LF>-SAEZ0255<CR><LF>-N0475F350 DORVO1A DORVO UN857 OGRUN/N0475F350 UZ121 OGVIK/N0472F370<CR><LF>UZ121 BUXUK DCT KONVI UZ23 BISUD DCT BHZ DCT DOSVU DCT EDNES UN866<CR><LF>PALIG/N0467F390 UN866 ARTIG/M081F390 UN866 AMDOL/M081F390 UN866<CR><LF>TENPA/M081F390 N866 APASO/N0467F390 N871 PUCLO/N0468F400 N871 KORAL<CR><LF>UG5 SONSO DCT ADUBI DCT VJF L27 MAR DCT ALCOL DCT KUKAL DCT<CR><LF>BLN/N0455F380 DCT MORAL<CR><LF>-LEMD1141 LEZL<CR><LF>-PBN/A1B2B3B4D2L1O2S1 NAV/B5D3D4S2 DOF/260403 REG/LVGKO EET/SUEO0011<CR><LF>SBCW0040 SBBS0155 SBRE0256 SBAO0458 GOOO0559  BUXON0627 NELTO0639<CR><LF>GVSC0718 IRANI0746 TENPA0817 GCCC0818 GMMM0940  LECM1042 SEL/EFCS<CR><LF>CODE/E072CF OPR/ARG PER/C RALT/SBRF GVAC RIF/URQUI GCLP RMK/TCAS II)
Output	 2026-04-03 00:43:41.733	 FF	 /PRMD=ANGOLA/ADMD=ICAO/C=XX/;LUANDA-MTA-MTCU:00E30E829ACC5C06	 [GOBDZPZX]	 GOBDZPZX	 031243	 SAEZZPZX	 MTA-GOOO-1	 /PRMD=ANGOLA/ADMD=ICAO/C=XX/;LUANDA-MTA-MTCU:00E30E829ACC5C06	 ac8NPAA2w0Lz	 	 LOC-ID:00E30E829ACC5C3D*/CN=SAEZZPZX/OU=SAEZ/O=SAEZ/PRMD=SA/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-03 00:48:10.542	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 [DRZZZQZX  DRRRZQZX  DRRRZIZX  DFFFZOUA  DFFDZTZX  DFFDZPZX]	 DRZZZQZX	 031248	 LTBATHYQ	  	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 ac8OSgDCwWgW	 	 SLCAMHS040300480900022205*/OU=LTBATHYQ/O=AFTN/PRMD=SITA/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-THY534-IS<CR><LF>-B38M/M-SADE1E2E3FGHIJ1M3RWYZ/LB1<CR><LF>-DFFD0450<CR><LF>-N0460F350 DCT DEKAS UQ594 OSLEK UT258 ERKEL/N0460F360 UR978<CR><LF> BERTI/N0461F350 UB727 IMN M600 ZAW/N0458F360 M600<CR><LF> SARKI/N0460F370 DCT VESOD/N0459F360 DCT INROF DCT<CR><LF> RUTOM/N0464F370 DCT PEREN UN644 DIGTI UT162 DRAMO<CR><LF>-LTFM0537 LTBU<CR><LF>-PBN/A1B1D1S1S2O1C1 NAV/T1T2 DOF/260403 REG/TCLCK EET/DAAA0146<CR><LF> HLLL0244 LMMM0332 LIRR0355 LGGG0420 LTBB0506 SUR/260B SEL/DFJK<CR><LF> CODE/4BB06B OPR/THY RALT/DFFD DAAT RMK/TCAS EQUIPPED THY OCC<CR><LF> NUMBER 00905075777012 RVR/75<CR><LF>-A/WR C/CANKUL E. E/0647 J/LF P/148 R/UVE S/DMJ)
Output	 2026-04-03 00:48:10.648	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 [DRRRZIZX]	 DRRRZIZX	 031248	 LTBATHYQ	 AMH	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 ac8OSgDCwWgW	 	 SLCAMHS040300480900022205*/OU=LTBATHYQ/O=AFTN/PRMD=SITA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:48:10.656	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 [DRZZZQZX]	 DRZZZQZX	 031248	 LTBATHYQ	 AMH	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 ac8OSgDCwWgW	 	 SLCAMHS040300480900022205*/OU=LTBATHYQ/O=AFTN/PRMD=SITA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:48:10.666	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 [DRRNZPZX]	 DRRNZPZX	 031248	 LTBATHYQ	 DRRNZPZX	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 ac8OSgC5vnQA	 	 SLCAMHS040300480900022205*/OU=LTBATHYQ/O=AFTN/PRMD=SITA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:48:10.673	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 [/OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/]	 /OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 031248	 LTBATHYQ	 /OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 ac8OSgC5wHUA	 	 SLCAMHS040300480900022205*/OU=LTBATHYQ/O=AFTN/PRMD=SITA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:48:10.962	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 [DRRRFDFB]	 DRRRFDFB	 031248	 LTBATHYQ	 AMH	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 ac8OSgC5wHUA	 	 SLCAMHS040300480900022205*/OU=LTBATHYQ/O=AFTN/PRMD=SITA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:48:10.964	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 [DRRRFDPI]	 DRRRFDPI	 031248	 LTBATHYQ	 AMH	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 ac8OSgC5vnQA	 	 SLCAMHS040300480900022205*/OU=LTBATHYQ/O=AFTN/PRMD=SITA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:48:12.034	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 [DFFFZOUA]	 DFFFZOUA	 031248	 LTBATHYQ	 MTA-DFFF-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 ac8OSgDCwWgW	 	 SLCAMHS040300480900022205*/OU=LTBATHYQ/O=AFTN/PRMD=SITA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:48:12.047	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 [GOOVXKXX]	 GOOVXKXX	 031248	 LTBATHYQ	 MTA-GOOO-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 ac8OSgC5vnQA	 	 SLCAMHS040300480900022205*/OU=LTBATHYQ/O=AFTN/PRMD=SITA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:48:13.943	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 [DBBBZRZX]	 DBBBZRZX	 031248	 LTBATHYQ	 MTA-DXXX-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 ac8OSgC5vnQA	 	 SLCAMHS040300480900022205*/OU=LTBATHYQ/O=AFTN/PRMD=SITA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 00:48:15.006	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 [DFFFZQZX]	 DFFFZQZX	 031248	 LTBATHYQ	 MTA-DFFF-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040300480900022195	 ac8OSgC5vnQA	 	 SLCAMHS040300480900022205*/OU=LTBATHYQ/O=AFTN/PRMD=SITA/ADMD=ICAO/C=XX/	 FPL	   	   
