2026.05.20 - 08.13.11

creationTime:Mon Apr 06 00:00:00 UTC 2026-Mon Apr 06 23:59:59 UTC 2026 ,messageType:FPL 
Direction	 Temps de Création	 Prio	 FamilyId	 Destinataires	 First Recipient Address	 FilTim	 Origine	 Circuit	 EMID	 IMID	 Incomplete Pathname	 IPM Identificateur	 Type	 First Reported Recipient	 Code du Motif	 Code de Diagnostic	 Texte
Output	 2026-04-06 00:03:47.203	 FF	 349.1775433826.17689	 [FZZAZQZX]	 FZZAZQZX	 061200	 DNMMZPZX	 MTA-FTTT-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406000346Z-5726	 adL4YgCVR1pu	 	 MTCU-DRRR-1-20260406000346Z-5726:previd=349.1775433826.17689*/CN=DNMMZPZX/OU=DNMM/O=DNMM/PRMD=DN/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:16:43.731	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDAA631E62	 [DRZZZQZX]	 DRZZZQZX	 060616	 DIAPZPZX	 AMH	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDAA631E62	 adP4iwDNknnA	 	 LOC-ID:00E30ECDAA631EC1*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:16:43.737	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDAA631E62	 [CYSJAENX]	 CYSJAENX	 060616	 DIAPZPZX	 AMH	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDAA631E62	 adP4iwDNknnA	 	 LOC-ID:00E30ECDAA631EC1*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:16:43.743	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDAA631E62	 [DRRNZPZX]	 DRRNZPZX	 060616	 DIAPZPZX	 DRRNZPZX	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDAA631E62	 adP4iwBK2ogA	 	 LOC-ID:00E30ECDAA631EC1*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:16:43.755	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDAA631E62	 [DRRRZQZX]	 DRRRZQZX	 060616	 DIAPZPZX	 DRRRZQZX	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDAA631E62	 adP4iwBK2ogA	 	 LOC-ID:00E30ECDAA631EC1*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:16:44.047	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDAA631E62	 [DRRRFDPI]	 DRRRFDPI	 060616	 DIAPZPZX	 AMH	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDAA631E62	 adP4iwBK2ogA	 	 LOC-ID:00E30ECDAA631EC1*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:16:45.268	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDAA631E62	 [DFFFZQZX]	 DFFFZQZX	 060616	 DIAPZPZX	 MTA-DFFF-1	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDAA631E62	 adP4iwBK2ogA	 	 LOC-ID:00E30ECDAA631EC1*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:16:45.703	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDAA631E62	 [GOOVXKXX]	 GOOVXKXX	 060616	 DIAPZPZX	 MTA-GOOO-1	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDAA631E62	 adP4iwBK2ogA	 	 LOC-ID:00E30ECDAA631EC1*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:18:00.996	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDAA631E62	 [DXXXZQZX]	 DXXXZQZX	 060616	 DIAPZPZX	 MTA-DXXX-1	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDAA631E62	 adP4iwBK2ogA	 	 LOC-ID:00E30ECDAA631EC1*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-06 18:18:38.247	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDB137DC70	 [CYSJAENX  EUCHZMFP  GMADZTZX  GMMMZQZX  KIADMHYA  LFFFZQZX  LFPGZTZX  LFPOZPZX  LFPOZTZX]	 CYSJAENX	 060618	 DIAPZPZX	  	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDB137DC70	 adP4=gDNki7B	 	 LOC-ID:00E30ECDB137DCFB*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-CRL985-IS<CR><LF>-A339/H-SDE1GHIJ1J2J3J5M1P2RWXYZ/LB1D1<CR><LF>-DIAP2355<CR><LF>-N0471F380 AD DCT LITED DCT IRPEG UG851 BKO/N0468F390 UR977 BULIS DCT<CR><LF>MABAP UR722 SAK UG5 KORIS L27 VJF N10 HIJ Z230 TLD N858 DGO L176<CR><LF>LUSEM/N0389F280 DCT LULUT DCT TUDRA DCT BEVOL/N0307F060 UT158 AMB<CR><LF>-LFPO0611 LFPG<CR><LF>-PBN/A1B2B3B5C1D1L1S2 NAV/RNP2 RNP1 DAT/1FANS2PDC SUR/260B RSP180<CR><LF>DOF/260406 REG/FHHUG EET/GMMM0305 LECM0408 LFFF0510 SEL/CLDG<CR><LF>CODE/399E86 OPR/CRL ORGN/LFPOCRLO PER/C RALT/DIAP GMML LEMD<CR><LF>RMK/CONTACT CRL +33149794980 TCAS EQUIPPED ID 54976 AO4DT)
Output	 2026-04-06 18:18:38.46	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDB137DC70	 [CYSJAENX]	 CYSJAENX	 060618	 DIAPZPZX	 AMH	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDB137DC70	 adP4=gDNki7B	 	 LOC-ID:00E30ECDB137DCFB*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:18:40.174	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDB137DC70	 [GMADZTZX]	 GMADZTZX	 060618	 DIAPZPZX	 MTA-GOOO-1	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECDB137DC70	 adP4=gDNki7B	 	 LOC-ID:00E30ECDB137DCFB*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:19:42.063	 FF	 349.1775499580.1065	 [DXXXZQZX]	 DXXXZQZX	 060619	 LFBOAFMI	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406181940Z-0947	 adP5PABka5az	 	 MTCU-DRRR-1-20260406181940Z-0947:previd=349.1775499580.1065*/CN=LFBOAFMI/OU=LFBO/O=LFLF/PRMD=FRANCE/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:19:42.268	 FF	 349.1775499580.1065	 [GOOVXKXX]	 GOOVXKXX	 060619	 LFBOAFMI	 MTA-GOOO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406181940Z-0947	 adP5PABka5az	 	 MTCU-DRRR-1-20260406181940Z-0947:previd=349.1775499580.1065*/CN=LFBOAFMI/OU=LFBO/O=LFLF/PRMD=FRANCE/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:19:42.375	 FF	 349.1775499580.1065	 [DFFDZPCX]	 DFFDZPCX	 060619	 LFBOAFMI	 MTA-DFFF-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406181940Z-0947	 adP5PABka5az	 	 MTCU-DRRR-1-20260406181940Z-0947:previd=349.1775499580.1065*/CN=LFBOAFMI/OU=LFBO/O=LFLF/PRMD=FRANCE/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:19:44.371	 FF	 349.1775499580.1065	 [DBBBFPLX]	 DBBBFPLX	 060619	 LFBOAFMI	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406181940Z-0947	 adP5PABka5az	 	 MTCU-DRRR-1-20260406181940Z-0947:previd=349.1775499580.1065*/CN=LFBOAFMI/OU=LFBO/O=LFLF/PRMD=FRANCE/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:20:02.706	 FF	 349.1775499580.1065	 [FCCCFDPI]	 FCCCFDPI	 060619	 LFBOAFMI	 MTA-FTTT-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406181940Z-0947	 adP5PABka5az	 	 MTCU-DRRR-1-20260406181940Z-0947:previd=349.1775499580.1065*/CN=LFBOAFMI/OU=LFBO/O=LFLF/PRMD=FRANCE/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-06 18:31:05.094	 FF	 /PRMD=GQ/ADMD=ICAO/C=XX/;mr-nkc-cn2.2164224-260406.182837	 [DTTAZTZX  DTTAZPZX  DTMBZTZX  DTTCZQZX]	 DTTAZTZX	 060631	 GQNOZPZX	  	 /PRMD=GQ/ADMD=ICAO/C=XX/;mr-nkc-cn2.2164224-260406.182837	 adP76QDuWw7b	 	 D59CCFCD0000019D43F17456BCC4*/OU=GQNOZPZX/O=AFTN/PRMD=GQ/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-MAI116-IS<CR><LF>-B738/M-DFGHILORVWY/H<CR><LF>-GQNO2000<CR><LF>-N0460F350 DCT ARDAR UA854 BRENA UG864 BELED DCT<CR><LF>-DTTA0347 DTMB<CR><LF>-PBN/B1D4 DOF/260406 REG/5T-CLE EET/DAAA0124 DTTC0323 SEL/GKLP PER/C)
Output	 2026-04-06 18:31:05.225	 FF	 /PRMD=GQ/ADMD=ICAO/C=XX/;mr-nkc-cn2.2164224-260406.182837	 [DTTAZTZX]	 DTTAZTZX	 060631	 GQNOZPZX	 AMH	 /PRMD=GQ/ADMD=ICAO/C=XX/;mr-nkc-cn2.2164224-260406.182837	 adP76QDuWw7b	 	 D59CCFCD0000019D43F17456BCC4*/OU=GQNOZPZX/O=AFTN/PRMD=GQ/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:32:00.535	 FF	 341.1775500319.384	 [DXXXZQZX]	 DXXXZQZX	 060631	 DRRRFDPB	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406183159Z-0974	 adP8HwBkaxXO	 	 MTCU-DRRR-1-20260406183159Z-0974:previd=341.1775500319.384*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:32:06.025	 FF	 349.1775500325.1103	 [DIAPZPZX]	 DIAPZPZX	 060632	 EUCHZMFP	 MTA-DIII-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406183205Z-0977	 adP8JQBkazLR	 	 MTCU-DRRR-1-20260406183205Z-0977:previd=349.1775500325.1103*/CN=EUCHZMFP/OU=EUCH/O=EUROCONTROL-NMH/PRMD=EUROPE/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:32:11.919	 FF	 341.1775500319.385	 [DXXXFDPA]	 DXXXFDPA	 060631	 DRRRFDPB	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406183159Z-0975	 adP8HwBkayHP	 	 MTCU-DRRR-1-20260406183159Z-0975:previd=341.1775500319.385*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:36:29.487	 FF	 349.1775500588.1109	 [FGFRZQZX]	 FGFRZQZX	 060636	 HAABYOYX	 MTA-FTTT-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406183628Z-0991	 adP9LABka5bf	 	 MTCU-DRRR-1-20260406183628Z-0991:previd=349.1775500588.1109*/CN=HAABYOYX/OU=HAAB/O=HAAB/PRMD=HA/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-06 18:37:30.179	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 [DRZZZQZX  DRRRZQZX]	 DRZZZQZX	 060637	 BIRKABDO	  	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 adP9agDiFiCw	 	 SLCAMHS040618372800449302*/CN=BIRKABDO/OU=BIRK/O=BICC/PRMD=ICELAND/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-ABD2618-IS<CR><LF>-B744/H-SDE2E3FGHIJ3J7M3RWXYZ/LB1D1<CR><LF>-EBLG2230<CR><LF>-N0484F330 LNO N852 SUTAL DCT GTQ DCT POGOL DCT LASAT DCT MOROK<CR><LF> DCT GILIR DCT GEVEA DCT INCUS DCT BALSI DCT VATIR N852 NELAS N850<CR><LF> POS L129 MJV N861 SADAF UA29 CHE/N0481F340 UA29 TRB UM986 BAY<CR><LF> UM608 TERAS/N0496F330 DCT INEPA/N0494F350 DCT NY DCT NUVOS DCT<CR><LF> TATAT/N0495F340 DCT ERLOM DCT AMSOM DCT KETAT UL433 EREKA EREK1A<CR><LF>-DGAA0601 DNMM<CR><LF>-PBN/A1B1C1D1L1O1S1 NAV/GPSRNAV DAT/CPDLCX 1FANS2PDC SUR/CANMANDATE<CR><LF> DOF/260406 REG/TFAMU EET/EDVV0019 LFFF0020 LSAS0041 LFFF0043<CR><LF> LSAS0043 LFFF0045 LECB0116 DAAA0151 DRRR0400 DGAC0508 SEL/DEFP<CR><LF> CODE/4CC481 OPR/ABD ORGN/BIRKABDO PER/D RMK/TCAS EQUIPPED OPR TEL<CR><LF> +3544584420 CALLSIGN ATLANTA)
Output	 2026-04-06 18:37:30.207	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 [DRRRZQZX]	 DRRRZQZX	 060637	 BIRKABDO	 DRRRZQZX	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 adP9agDiFiCw	 	 SLCAMHS040618372800449302*/CN=BIRKABDO/OU=BIRK/O=BICC/PRMD=ICELAND/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:37:30.27	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 [DRZZZQZX]	 DRZZZQZX	 060637	 BIRKABDO	 AMH	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 adP9agDiFiCw	 	 SLCAMHS040618372800449302*/CN=BIRKABDO/OU=BIRK/O=BICC/PRMD=ICELAND/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:37:30.281	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 [DRRNZPZX]	 DRRNZPZX	 060637	 BIRKABDO	 DRRNZPZX	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 adP9agDr3ywA	 	 SLCAMHS040618372800449302*/CN=BIRKABDO/OU=BIRK/O=BICC/PRMD=ICELAND/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:37:30.286	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 [DRRRZQZX]	 DRRRZQZX	 060637	 BIRKABDO	 DRRRZQZX	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 adP9agDr3ywA	 	 SLCAMHS040618372800449302*/CN=BIRKABDO/OU=BIRK/O=BICC/PRMD=ICELAND/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:37:30.458	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 [DRRRFDPI]	 DRRRFDPI	 060637	 BIRKABDO	 AMH	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 adP9agDr3ywA	 	 SLCAMHS040618372800449302*/CN=BIRKABDO/OU=BIRK/O=BICC/PRMD=ICELAND/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:37:31.729	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 [GOOVXKXX]	 GOOVXKXX	 060637	 BIRKABDO	 MTA-GOOO-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 adP9agDr3ywA	 	 SLCAMHS040618372800449302*/CN=BIRKABDO/OU=BIRK/O=BICC/PRMD=ICELAND/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:37:31.969	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 [DFFFZQZX]	 DFFFZQZX	 060637	 BIRKABDO	 MTA-DFFF-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 adP9agDr3ywA	 	 SLCAMHS040618372800449302*/CN=BIRKABDO/OU=BIRK/O=BICC/PRMD=ICELAND/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:37:40.176	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 [DXXXZQZX]	 DXXXZQZX	 060637	 BIRKABDO	 MTA-DXXX-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 adP9agDr3ywA	 	 SLCAMHS040618372800449302*/CN=BIRKABDO/OU=BIRK/O=BICC/PRMD=ICELAND/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:37:46.391	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 [DBBBZRZX]	 DBBBZRZX	 060637	 BIRKABDO	 MTA-DXXX-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618372800450538	 adP9agDr3ywA	 	 SLCAMHS040618372800449302*/CN=BIRKABDO/OU=BIRK/O=BICC/PRMD=ICELAND/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:38:55.886	 FF	 341.1775500734.398	 [DFFDZQZX]	 DFFDZQZX	 060638	 DRRRFDPB	 MTA-DFFF-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406183854Z-0993	 adP9vgBka1nh	 	 MTCU-DRRR-1-20260406183854Z-0993:previd=341.1775500734.398*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:38:58.822	 FF	 341.1775500734.399	 [DFFDFDPA]	 DFFDFDPA	 060638	 DRRRFDPB	 MTA-DFFF-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406183854Z-0994	 adP9vgBka2ji	 	 MTCU-DRRR-1-20260406183854Z-0994:previd=341.1775500734.399*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:39:05.592	 FF	 349.1775500744.1111	 [GMMNZTZX]	 GMMNZTZX	 060638	 HKJKZPZX	 MTA-GOOO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406183904Z-0997	 adP9yABkayrl	 	 MTCU-DRRR-1-20260406183904Z-0997:previd=349.1775500744.1111*/OU=HKJKZPZX/O=AFTN/PRMD=HK/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:39:15.219	 FF	 349.1775500744.1111	 [FTTJZTZX]	 FTTJZTZX	 060638	 HKJKZPZX	 MTA-FTTT-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406183904Z-0997	 adP9yABkayrl	 	 MTCU-DRRR-1-20260406183904Z-0997:previd=349.1775500744.1111*/OU=HKJKZPZX/O=AFTN/PRMD=HK/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:39:21.646	 FF	 349.1775500745.1112	 [FTTTZQZX]	 FTTTZQZX	 060638	 HKJKZPZX	 MTA-FTTT-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406183905Z-0998	 adP9yQBkaw3m	 	 MTCU-DRRR-1-20260406183905Z-0998:previd=349.1775500745.1112*/OU=HKJKZPZX/O=AFTN/PRMD=HK/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-06 18:42:54.777	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECE080B3A90	 [CYSJAENX  DBBBZTZX  DNMMZTZX  KIADMHYA]	 CYSJAENX	 060642	 DIAPZPZX	  	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECE080B3A90	 adP-rgDNkpXN	 	 LOC-ID:00E30ECE080B3AF4*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-VRE510-IS<CR><LF>-DH8D/M-SDGIRY/C<CR><LF>-DIAP2040<CR><LF>-N0323F230 AD ONESI B600 ACC L433 KETAT KETA1E<CR><LF>-DXXX0120 DGAA<CR><LF>-PBN/A1B1C1D1O1 REG/TUTSL EET/DGAC0019 SEL/BHCF OPR/AIR  COTE DIVOIRE<CR><LF>TALT/DGAA RMK/TCAS EQUIPPED)
Output	 2026-04-06 18:42:54.987	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECE080B3A90	 [CYSJAENX]	 CYSJAENX	 060642	 DIAPZPZX	 AMH	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECE080B3A90	 adP-rgDNkpXN	 	 LOC-ID:00E30ECE080B3AF4*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:43:05.425	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECE080B3A90	 [DBBBZTZX]	 DBBBZTZX	 060642	 DIAPZPZX	 MTA-DXXX-1	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30ECE080B3A90	 adP-rgDNkpXN	 	 LOC-ID:00E30ECE080B3AF4*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:43:25.454	 FF	 349.1775501004.1124	 [DIIIZQZX]	 DIIIZQZX	 060640	 EKODFFLX	 MTA-DIII-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406184324Z-1005	 adP-zABka4vt	 	 MTCU-DRRR-1-20260406184324Z-1005:previd=349.1775501004.1124*/CN=EKODFFLX/OU=EKOD/O=EKCH/PRMD=DENMARK/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:43:26.073	 FF	 349.1775501004.1124	 [GOOVXKXX]	 GOOVXKXX	 060640	 EKODFFLX	 MTA-GOOO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406184324Z-1005	 adP-zABka4vt	 	 MTCU-DRRR-1-20260406184324Z-1005:previd=349.1775501004.1124*/CN=EKODFFLX/OU=EKOD/O=EKCH/PRMD=DENMARK/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:43:26.369	 FF	 349.1775501004.1124	 [DFFDZPCX]	 DFFDZPCX	 060640	 EKODFFLX	 MTA-DFFF-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406184324Z-1005	 adP-zABka4vt	 	 MTCU-DRRR-1-20260406184324Z-1005:previd=349.1775501004.1124*/CN=EKODFFLX/OU=EKOD/O=EKCH/PRMD=DENMARK/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 18:43:38.515	 FF	 349.1775501004.1124	 [DBBBZRZX]	 DBBBZRZX	 060640	 EKODFFLX	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406184324Z-1005	 adP-zABka4vt	 	 MTCU-DRRR-1-20260406184324Z-1005:previd=349.1775501004.1124*/CN=EKODFFLX/OU=EKOD/O=EKCH/PRMD=DENMARK/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-06 18:46:16.463	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618461500451268	 [DBBBZRZQ]	 DBBBZRZQ	 060646	 KATLDALQ	  	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618461500451268	 adP=eADiFlm7	 	 SLCAMHS040618461500450023*/OU=KATLDALQ/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-DAL156-IS<CR><LF>-A339/H-SDE2E3GHIJ1J4J7M3P2RWXYZ/LB1D1<CR><LF>-KJFK2115<CR><LF>-N0473F350 DCT HAPIE DCT YAHOO DCT JOBOC/M082F350 DCT 37N060W<CR><LF> 31N050W/M082F370 25N040W DCT ERNEK/N0471F390 DCT<CR><LF> LUMPO/N0472F390 UR976 ANITI UR979 ERMIT DCT TUSEK/N0468F410<CR><LF> UL433 ACC DCT<CR><LF>-DGAA0908 DNMM<CR><LF>-PBN/A1B1C1D1L1O1S1T1 NAV/Z1 DAT/1FANSE2PDC<CR><LF> SUR/RSP180 260B DOF/260406 REG/N408DX<CR><LF> EET/KZBW0004 KZNY0029 KZWY0041 LPPO0353 GVSC0454 GOOO0613<CR><LF> GLRB0703 GOOO0753 DGAC0835<CR><LF> JOBOC0041 37N060W0123 31N050W0236 25N040W0353 ERNEK0454<CR><LF> LUMPO0613 NARAT0627 ERIDI0651 KOMAB0657<CR><LF> SEL/CMAQ CODE/A4CABA RALT/KJFK TXKF GVAC<CR><LF> RMK/AGCS TCAS II EQUIPPED NRP USA)
Output	 2026-04-06 18:46:17.636	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618461500451268	 [DBBBZRZQ]	 DBBBZRZQ	 060646	 KATLDALQ	 MTA-DXXX-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040618461500451268	 adP=eADiFlm7	 	 SLCAMHS040618461500450023*/OU=KATLDALQ/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
